image_name,is_cropped,total_area,roi_area,processing_time
image.7230_with_target,False,23770,23770,-1740975896333.192
image.0191_with_target,False,21277,21277,-1740975896333.6672
image.3094_with_target,False,23715,23715,-1740975896331.1948
image.4644_with_target,False,22749,22749,-1740975896333.725
image.3130_with_target,False,23787,23787,-1740975896333.663
image.2441_with_target,False,23916,23916,-1740975896333.7441
image.0549_with_target,False,23643,23643,-1740975896333.7073
image.3701_with_target,False,23768,23768,-1740975896333.485
image.0882_with_target,False,23757,23757,-1740975896333.5774
image.1008_with_target,False,21305,21305,-1740975896333.6885
image.2875_with_target,False,23791,23791,-1740975896333.7476
image.5759_with_target,True,792,792,-1740975896333.202
image.4238_with_target,True,2903,2903,-1740975896334.2556
image.0536_with_target,True,1205,1205,-1740975896329.9983
image.4387_with_target,True,867,867,-1740975896334.2285
image.4671_with_target,True,1026,1026,-1740975896334.2642
image.8740_with_target,True,1091,1091,-1740975896334.2795
image.1716_with_target,True,238,238,-1740975896334.184
image.3212_with_target,True,680,680,-1740975896334.2432
image.2633_with_target,True,2263,2263,-1740975896334.2263
image.5874_with_target,True,2104,2104,-1740975896334.0225
image.6613_with_target,True,2198,2198,-1740975896334.337
image.6899_with_target,True,2195,2195,-1740975896334.2202
image.5308_with_target,True,915,915,-1740975896333.5652
image.3598_with_target,True,1028,1028,-1740975896334.015
image.0844_with_target,True,2219,2219,-1740975896334.2896
image.4862_with_target,True,2194,2194,-1740975896334.219
image.5697_with_target,True,1068,1068,-1740975896334.215
image.4182_with_target,True,3128,3128,-1740975896334.2424
image.1617_with_target,True,1135,1135,-1740975896334.356
image.9670_with_target,True,2152,2152,-1740975896333.9705
image.0719_with_target,True,831,831,-1740975896334.2974
image.3649_with_target,True,219,219,-1740975896334.2827
image.5485_with_target,True,2249,2249,-1740975896334.2556
image.9126_with_target,True,794,794,-1740975896334.328
image.2223_with_target,True,953,953,-1740975896334.2207
image.1158_with_target,True,2183,2183,-1740975896334.2812
image.5804_with_target,True,1106,1106,-1740975896334.318
image.0263_with_target,True,969,969,-1740975896334.2402
image.2789_with_target,True,2150,2150,-1740975896334.375
image.9098_with_target,True,861,861,-1740975896334.2754
image.3444_with_target,True,792,792,-1740975896334.3267
image.0825_with_target,True,3031,3031,-1740975896334.2202
image.9554_with_target,True,1065,1065,-1740975896334.3113
image.9495_with_target,True,466,466,-1740975896334.225
image.8362_with_target,True,2011,2011,-1740975896334.2432
image.0840_with_target,True,962,962,-1740975896333.8274
image.3035_with_target,True,881,881,-1740975896334.1497
image.4001_with_target,True,1053,1053,-1740975896334.3228
image.4550_with_target,True,2990,2990,-1740975896334.3096
image.6587_with_target,True,789,789,-1740975896334.3894
image.5044_with_target,True,744,744,-1740975896334.2493
image.5855_with_target,True,2154,2154,-1740975896334.3496
image.8400_with_target,True,1164,1164,-1740975896334.2834
image.0901_with_target,True,1103,1103,-1740975896334.281
image.2346_with_target,True,2862,2862,-1740975896334.1465
image.6006_with_target,True,2161,2161,-1740975896334.2766
image.1936_with_target,True,3168,3168,-1740975896334.3127
image.3215_with_target,True,564,564,-1740975896334.0474
image.8059_with_target,True,1001,1001,-1740975896334.3289
image.4553_with_target,True,3132,3132,-1740975896334.365
image.0127_with_target,True,661,661,-1740975896334.1497
image.1603_with_target,True,3015,3015,-1740975896334.1865
image.3102_with_target,True,984,984,-1740975896334.3008
image.2322_with_target,True,3101,3101,-1740975896334.3342
image.1720_with_target,True,197,197,-1740975896334.2231
image.5539_with_target,True,705,705,-1740975896334.354
image.9074_with_target,True,670,670,-1740975896334.1208
image.1825_with_target,True,2157,2157,-1740975896334.376
image.2577_with_target,True,987,987,-1740975896334.2424
image.3341_with_target,True,2991,2991,-1740975896334.048
image.2609_with_target,True,192,192,-1740975896334.3455
image.3192_with_target,True,2209,2209,-1740975896334.0457
image.1909_with_target,True,1999,1999,-1740975896334.3455
image.5203_with_target,True,2998,2998,-1740975896333.8948
image.7075_with_target,True,1035,1035,-1740975896334.305
image.1928_with_target,True,1126,1126,-1740975896334.1921
image.6965_with_target,True,2141,2141,-1740975896334.3372
image.3410_with_target,True,2203,2203,-1740975896334.382
image.1244_with_target,True,644,644,-1740975896334.1396
image.4845_with_target,True,1192,1192,-1740975896334.1326
image.3679_with_target,True,337,337,-1740975896333.7922
image.0499_with_target,True,2215,2215,-1740975896333.981
image.3690_with_target,True,1008,1008,-1740975896334.3396
image.6590_with_target,True,1171,1171,-1740975896334.3079
image.3237_with_target,True,1088,1088,-1740975896334.1619
image.1737_with_target,True,1147,1147,-1740975896334.3425
image.3936_with_target,True,3082,3082,-1740975896333.8542
image.1449_with_target,True,1029,1029,-1740975896333.879
image.5578_with_target,True,181,181,-1740975896334.3691
image.4992_with_target,True,1093,1093,-1740975896334.342
image.2904_with_target,True,230,230,-1740975896334.3857
image.6796_with_target,True,2228,2228,-1740975896334.3252
image.2492_with_target,True,713,713,-1740975896334.306
image.7230_with_target,True,1224,1224,-1740975896334.3562
image.0191_with_target,True,684,684,-1740975896334.0056
image.3094_with_target,True,727,727,-1740975896334.2725
image.4644_with_target,True,2103,2103,-1740975896334.153
image.3130_with_target,True,1163,1163,-1740975896334.1982
image.2441_with_target,True,877,877,-1740975896334.195
image.0549_with_target,True,1050,1050,-1740975896334.3533
image.3701_with_target,True,1008,1008,-1740975896334.0798
image.0882_with_target,True,1033,1033,-1740975896334.2434
image.1008_with_target,True,790,790,-1740975896334.3179
image.2875_with_target,True,948,948,-1740975896334.0537
image.2150_with_target,False,20087,20004,-1740975896332.254
image.1726_with_target,False,20054,20046,-1740975896332.298
image.4999_with_target,False,20322,19982,-1740975896329.4585
image.7777_with_target,False,20328,20328,-1740975896332.4111
image.0862_with_target,False,20020,20008,-1740975896332.6455
image.7459_with_target,False,20027,19993,-1740975896329.763
image.0929_with_target,False,20029,20029,-1740975896330.0957
image.4941_with_target,False,19990,19990,-1740975896332.8083
image.9224_with_target,False,20249,20249,-1740975896331.4011
image.2643_with_target,False,19997,19997,-1740975896332.7715
image.6993_with_target,False,20652,20034,-1740975896332.699
image.5647_with_target,False,19998,19998,-1740975896332.62
image.0917_with_target,False,20029,20029,-1740975896332.7166
image.3423_with_target,False,20736,20736,-1740975896332.4824
image.6814_with_target,False,20378,20378,-1740975896332.6191
image.4122_with_target,False,19979,19979,-1740975896332.8237
image.1905_with_target,False,19964,19964,-1740975896332.8325
image.3575_with_target,False,20006,19959,-1740975896332.7192
image.9012_with_target,False,20160,20160,-1740975896331.4233
image.7613_with_target,False,20089,20081,-1740975896332.603
image.3555_with_target,False,20716,20623,-1740975896332.251
image.8132_with_target,False,20688,20688,-1740975896333.6655
image.9176_with_target,False,19956,19956,-1740975896332.4832
image.7643_with_target,False,19996,19985,-1740975896333.6433
image.8809_with_target,False,19966,19966,-1740975896333.5637
image.3553_with_target,False,20670,20004,-1740975896333.248
image.0903_with_target,False,21610,21593,-1740975896332.8586
image.7382_with_target,False,20122,20122,-1740975896332.6758
image.7569_with_target,False,20059,20054,-1740975896330.8782
image.3417_with_target,False,20039,20039,-1740975896332.758
image.2418_with_target,False,21557,21535,-1740975896333.5623
image.2783_with_target,False,20583,20583,-1740975896333.0283
image.3682_with_target,False,20014,20014,-1740975896333.6667
image.0154_with_target,False,20680,20680,-1740975896330.9402
image.8281_with_target,False,19959,19959,-1740975896330.0063
image.2508_with_target,False,19961,19939,-1740975896332.1274
image.9041_with_target,False,19952,19952,-1740975896332.334
image.6069_with_target,False,19978,19978,-1740975896332.63
image.7441_with_target,False,19950,19950,-1740975896332.9985
image.6520_with_target,False,20262,20262,-1740975896333.1938
image.9748_with_target,False,20016,20016,-1740975896333.6523
image.2763_with_target,False,19979,19979,-1740975896333.7246
image.6091_with_target,False,19953,19953,-1740975896333.603
image.9263_with_target,False,19944,19944,-1740975896333.3352
image.9977_with_target,False,19911,19911,-1740975896333.5405
image.9262_with_target,False,20620,20598,-1740975896333.4905
image.0424_with_target,False,20084,20033,-1740975896333.531
image.9199_with_target,False,20520,20520,-1740975896333.2668
image.5702_with_target,False,20634,20634,-1740975896333.6404
image.5182_with_target,False,20029,20029,-1740975896333.6611
image.2313_with_target,False,20035,20035,-1740975896333.5825
image.6417_with_target,False,19964,19964,-1740975896333.291
image.0060_with_target,False,20202,20016,-1740975896333.5276
image.4090_with_target,False,20348,20343,-1740975896333.6458
image.1240_with_target,False,19984,19984,-1740975896333.3745
image.6232_with_target,False,19984,19984,-1740975896333.1328
image.1480_with_target,False,20767,20759,-1740975896333.303
image.2877_with_target,False,19974,19974,-1740975896333.6895
image.1089_with_target,False,19997,19997,-1740975896333.4246
image.5115_with_target,False,20022,20022,-1740975896333.5093
image.7735_with_target,False,20060,20060,-1740975896333.4888
image.8832_with_target,False,19996,19996,-1740975896333.7046
image.6424_with_target,False,19969,19969,-1740975896332.6462
image.6883_with_target,False,20641,20320,-1740975896332.923
image.9677_with_target,False,20749,20749,-1740975896333.5154
image.2797_with_target,False,19986,19986,-1740975896331.656
image.6540_with_target,False,20110,20110,-1740975896333.5098
image.0984_with_target,False,20124,20021,-1740975896332.8965
image.9361_with_target,False,20758,20758,-1740975896333.3633
image.6703_with_target,False,19986,19986,-1740975896332.6753
image.9334_with_target,False,20625,20617,-1740975896333.2058
image.9853_with_target,False,20081,20081,-1740975896332.2476
image.8924_with_target,False,20307,20307,-1740975896333.6687
image.9109_with_target,False,19973,19973,-1740975896333.2134
image.2504_with_target,False,20400,20395,-1740975896332.7366
image.8865_with_target,False,19990,19990,-1740975896332.9675
image.7950_with_target,False,20026,20026,-1740975896333.529
image.6994_with_target,False,20703,20703,-1740975896333.0532
image.9452_with_target,False,20592,20592,-1740975896332.137
image.1913_with_target,False,20805,20735,-1740975896332.2563
image.7833_with_target,False,20275,20275,-1740975896333.4407
image.3795_with_target,False,20519,20519,-1740975896333.493
image.1710_with_target,False,19965,19965,-1740975896333.2344
image.3191_with_target,False,20046,20046,-1740975896333.6682
image.8504_with_target,False,20005,19943,-1740975896333.3418
image.8985_with_target,False,19966,19966,-1740975896333.4338
image.8964_with_target,False,19993,19993,-1740975896333.4502
image.3156_with_target,False,19999,19999,-1740975896333.6804
image.7463_with_target,False,19961,19961,-1740975896333.6738
image.5921_with_target,False,19993,19993,-1740975896333.5676
image.9084_with_target,False,19911,19911,-1740975896333.469
image.0368_with_target,False,20267,20234,-1740975896333.439
image.6531_with_target,False,19960,19960,-1740975896333.435
image.6889_with_target,False,19967,19967,-1740975896333.4163
image.6862_with_target,False,19974,19974,-1740975896333.176
image.6584_with_target,False,20241,20241,-1740975896333.6409
image.1540_with_target,False,19956,19956,-1740975896333.6777
image.7650_with_target,False,19997,19997,-1740975896333.6257
image.2276_with_target,False,20024,20024,-1740975896333.5745
image.6633_with_target,False,19988,19988,-1740975896333.4375
image.2512_with_target,False,20216,20208,-1740975896333.436
image.1107_with_target,False,19941,19941,-1740975896333.5842
image.2233_with_target,False,20713,20713,-1740975896333.683
image.0721_with_target,False,20022,20022,-1740975896333.073
image.1215_with_target,False,20007,19971,-1740975896333.0933
image.7907_with_target,False,20016,20016,-1740975896333.658
image.5816_with_target,False,20008,20008,-1740975896330.7263
image.5963_with_target,False,20555,20555,-1740975896333.5415
image.9099_with_target,False,19963,19963,-1740975896333.618
image.4257_with_target,False,19975,19975,-1740975896331.833
image.2249_with_target,False,20042,20042,-1740975896333.1277
image.3932_with_target,False,20033,20033,-1740975896333.7163
image.8654_with_target,False,20033,20025,-1740975896333.381
image.9515_with_target,False,20689,20689,-1740975896329.4666
image.1504_with_target,False,20049,20049,-1740975896331.6704
image.8412_with_target,False,19990,19990,-1740975896333.648
image.2447_with_target,False,19935,19935,-1740975896333.4875
image.3490_with_target,False,20045,20045,-1740975896333.5142
image.9173_with_target,False,19995,19995,-1740975896332.5134
image.7492_with_target,False,20012,20012,-1740975896332.5356
image.4965_with_target,False,20126,20012,-1740975896333.409
image.9444_with_target,False,19988,19988,-1740975896332.754
image.5077_with_target,False,20043,20027,-1740975896333.7302
image.7116_with_target,False,19971,19971,-1740975896333.4539
image.3112_with_target,False,20043,20022,-1740975896333.6494
image.7849_with_target,False,20704,20704,-1740975896333.7148
image.9744_with_target,False,20033,20033,-1740975896333.6902
image.3429_with_target,False,20053,20053,-1740975896333.5222
image.6398_with_target,False,20102,20102,-1740975896333.293
image.0231_with_target,False,20101,20101,-1740975896333.658
image.1060_with_target,False,19968,19963,-1740975896333.6794
image.0240_with_target,False,20650,20650,-1740975896333.5867
image.9251_with_target,False,19982,19982,-1740975896333.4634
image.3242_with_target,False,20806,20778,-1740975896331.6812
image.0690_with_target,False,20041,20041,-1740975896333.6436
image.8746_with_target,False,20440,20430,-1740975896332.9856
image.4108_with_target,False,19979,19979,-1740975896333.4612
image.6160_with_target,False,19905,19905,-1740975896333.4797
image.1451_with_target,False,20334,20329,-1740975896332.6206
image.0532_with_target,False,20076,20068,-1740975896333.0251
image.8294_with_target,False,20012,19994,-1740975896333.693
image.7325_with_target,False,20019,20019,-1740975896333.6885
image.4730_with_target,False,19969,19961,-1740975896333.488
image.3220_with_target,False,19987,19987,-1740975896333.2817
image.9259_with_target,False,20953,20953,-1740975896333.5195
image.8501_with_target,False,19986,19986,-1740975896333.7249
image.8992_with_target,False,19995,19968,-1740975896333.5151
image.5926_with_target,False,19995,19995,-1740975896333.7222
image.3815_with_target,False,19992,19992,-1740975896333.7075
image.9465_with_target,False,20004,20004,-1740975896333.4548
image.8092_with_target,False,20838,20838,-1740975896333.6377
image.5717_with_target,False,20007,19978,-1740975896333.6455
image.3737_with_target,False,20651,20576,-1740975896333.6448
image.6157_with_target,False,19958,19945,-1740975896332.785
image.0848_with_target,False,20035,20035,-1740975896333.3428
image.0746_with_target,False,20066,20052,-1740975896333.5564
image.6154_with_target,False,20608,20608,-1740975896333.362
image.1681_with_target,False,20023,20023,-1740975896333.2688
image.2779_with_target,False,20065,20052,-1740975896333.4153
image.7300_with_target,False,19882,19882,-1740975896333.6047
image.3078_with_target,False,20055,20055,-1740975896331.2715
image.4191_with_target,False,21082,20051,-1740975896333.6113
image.4088_with_target,False,20470,20024,-1740975896333.0974
image.5047_with_target,False,20046,20046,-1740975896332.9712
image.0469_with_target,False,20171,20139,-1740975896333.444
image.0101_with_target,False,19956,19956,-1740975896333.3323
image.8339_with_target,False,20054,20038,-1740975896332.8733
image.0580_with_target,False,20075,20075,-1740975896333.5835
image.2017_with_target,False,20006,20006,-1740975896333.6316
image.7733_with_target,False,20055,19979,-1740975896331.68
image.4096_with_target,False,20456,20456,-1740975896333.7195
image.0695_with_target,False,20086,20040,-1740975896333.2651
image.8619_with_target,False,20119,20119,-1740975896333.6638
image.8759_with_target,False,20142,20113,-1740975896333.4172
image.2715_with_target,False,20059,20040,-1740975896333.63
image.6697_with_target,False,20082,20071,-1740975896332.2234
image.6078_with_target,False,19959,19959,-1740975896332.4402
image.4184_with_target,False,19992,19992,-1740975896333.2354
image.4767_with_target,False,20021,20021,-1740975896332.7344
image.8913_with_target,False,19954,19944,-1740975896333.1438
image.7583_with_target,False,20000,20000,-1740975896333.6775
image.9567_with_target,False,20962,20962,-1740975896333.516
image.2433_with_target,False,20603,20603,-1740975896333.689
image.7069_with_target,False,19990,19990,-1740975896333.0042
image.7762_with_target,False,20016,20016,-1740975896333.5957
image.5333_with_target,False,19978,19978,-1740975896333.4194
image.6006_with_target,False,20004,20004,-1740975896333.5623
image.9912_with_target,False,19966,19966,-1740975896333.4087
image.3278_with_target,False,19997,19997,-1740975896333.1506
image.3041_with_target,False,19988,19988,-1740975896333.1736
image.4719_with_target,False,20979,20979,-1740975896331.927
image.9651_with_target,False,19983,19983,-1740975896333.7302
image.2821_with_target,False,20063,20025,-1740975896333.5254
image.0077_with_target,False,20032,20032,-1740975896333.5361
image.7124_with_target,False,19953,19953,-1740975896333.5657
image.7894_with_target,False,20028,20028,-1740975896333.5134
image.9189_with_target,False,19956,19956,-1740975896333.2595
image.4055_with_target,False,19981,19981,-1740975896333.396
image.2499_with_target,False,20233,20233,-1740975896333.3987
image.3500_with_target,False,20837,20837,-1740975896333.3962
image.0757_with_target,False,19963,19963,-1740975896333.4343
image.7086_with_target,False,20793,20782,-1740975896333.503
image.6477_with_target,False,19976,19976,-1740975896333.6277
image.0627_with_target,False,20081,20081,-1740975896333.442
image.9005_with_target,False,19966,19966,-1740975896333.5317
image.2099_with_target,False,20641,20641,-1740975896332.8057
image.0780_with_target,False,20798,20798,-1740975896333.6902
image.7766_with_target,False,20036,20036,-1740975896333.4265
image.8411_with_target,False,20122,20114,-1740975896333.6528
image.0797_with_target,False,20065,20065,-1740975896333.3435
image.6859_with_target,False,20004,20004,-1740975896333.6455
image.2482_with_target,False,20007,20007,-1740975896333.7012
image.1767_with_target,False,20076,20030,-1740975896333.6284
image.4841_with_target,False,19973,19968,-1740975896333.6423
image.3854_with_target,False,20189,20176,-1740975896333.3767
image.1812_with_target,False,20057,20034,-1740975896330.8484
image.7723_with_target,False,20115,20107,-1740975896332.1218
image.4156_with_target,False,20634,20634,-1740975896331.2083
image.5479_with_target,False,19985,19985,-1740975896333.3486
image.8414_with_target,False,19994,19994,-1740975896333.6465
image.7497_with_target,False,20071,20071,-1740975896333.1382
image.1907_with_target,False,19971,19971,-1740975896333.5537
image.3354_with_target,False,20002,20002,-1740975896333.4844
image.6546_with_target,False,21571,21531,-1740975896332.1958
image.2551_with_target,False,20309,20006,-1740975896333.5713
image.4044_with_target,False,21004,21004,-1740975896333.6348
image.9561_with_target,False,19993,19993,-1740975896333.6003
image.0625_with_target,False,20106,20093,-1740975896333.2043
image.4476_with_target,False,20046,20046,-1740975896330.5715
image.9411_with_target,False,20047,20028,-1740975896333.3245
image.6294_with_target,False,19981,19981,-1740975896333.4197
image.7905_with_target,False,20020,20020,-1740975896333.33
image.0768_with_target,False,20019,20019,-1740975896332.8994
image.7909_with_target,False,20007,20007,-1740975896333.2908
image.6701_with_target,False,19970,19962,-1740975896333.2588
image.7627_with_target,False,20030,20030,-1740975896333.7295
image.0788_with_target,False,20133,20072,-1740975896332.9832
image.1594_with_target,False,20040,20007,-1740975896332.4146
image.5439_with_target,False,20615,20615,-1740975896333.4995
image.1502_with_target,False,20137,20137,-1740975896333.6223
image.5687_with_target,False,20236,20236,-1740975896333.6978
image.2647_with_target,False,19967,19967,-1740975896333.2642
image.0493_with_target,False,20056,20056,-1740975896333.5518
image.5750_with_target,False,19977,19977,-1740975896333.4043
image.2884_with_target,False,19980,19980,-1740975896330.8525
image.2106_with_target,False,20140,20020,-1740975896333.5918
image.7064_with_target,False,19987,19987,-1740975896333.4595
image.8136_with_target,False,19997,19965,-1740975896333.134
image.0230_with_target,False,20070,20032,-1740975896332.9983
image.8599_with_target,False,19936,19936,-1740975896333.5957
image.9375_with_target,False,20217,20217,-1740975896333.441
image.8249_with_target,False,20031,20031,-1740975896333.6978
image.9104_with_target,False,20170,20170,-1740975896333.2446
image.8905_with_target,False,20781,20781,-1740975896332.5923
image.6310_with_target,False,19996,19996,-1740975896333.579
image.9588_with_target,False,20399,20399,-1740975896333.1997
image.8687_with_target,False,19977,19977,-1740975896330.1748
image.8790_with_target,False,20534,20534,-1740975896327.8696
image.7965_with_target,False,20030,20030,-1740975896332.4792
image.4164_with_target,False,20571,20571,-1740975896332.1453
image.1002_with_target,False,19954,19954,-1740975896333.6643
image.3784_with_target,False,20045,20045,-1740975896333.6292
image.4770_with_target,False,19974,19974,-1740975896333.6438
image.1663_with_target,False,19970,19970,-1740975896333.4863
image.8482_with_target,False,20086,20041,-1740975896332.1929
image.8591_with_target,False,19980,19980,-1740975896333.4053
image.0576_with_target,False,20070,20070,-1740975896333.1877
image.9698_with_target,False,20278,20242,-1740975896333.3938
image.4012_with_target,False,19985,19985,-1740975896333.028
image.3577_with_target,False,20039,19986,-1740975896333.3076
image.3166_with_target,False,20557,20557,-1740975896333.1736
image.5714_with_target,False,20005,20005,-1740975896333.501
image.0612_with_target,False,20057,20057,-1740975896333.0376
image.8101_with_target,False,20604,20604,-1740975896332.8274
image.2846_with_target,False,20009,20009,-1740975896333.3381
image.1831_with_target,False,20807,20807,-1740975896333.4753
image.1839_with_target,False,19995,19995,-1740975896333.704
image.4310_with_target,False,20355,20355,-1740975896333.624
image.3381_with_target,False,20080,20012,-1740975896333.364
image.4505_with_target,False,19985,19985,-1740975896333.2378
image.2863_with_target,False,20019,20019,-1740975896333.514
image.0738_with_target,False,20023,20023,-1740975896333.3816
image.2084_with_target,False,20036,20036,-1740975896333.6477
image.5993_with_target,False,20126,20109,-1740975896333.423
image.1044_with_target,False,20001,19989,-1740975896333.3252
image.9115_with_target,False,19985,19985,-1740975896333.4275
image.2242_with_target,False,20056,20056,-1740975896333.4575
image.2075_with_target,False,20320,20301,-1740975896333.4604
image.1549_with_target,False,19990,19990,-1740975896332.9126
image.7640_with_target,False,20055,20055,-1740975896333.107
image.6131_with_target,False,20122,20083,-1740975896333.5835
image.2998_with_target,False,19970,19970,-1740975896333.3787
image.9018_with_target,False,20708,20708,-1740975896333.4585
image.9538_with_target,False,20012,20007,-1740975896333.6643
image.5394_with_target,False,20012,20012,-1740975896331.9873
image.7780_with_target,False,20157,20152,-1740975896333.6392
image.6844_with_target,False,20695,20643,-1740975896331.9177
image.7046_with_target,False,19966,19966,-1740975896333.4976
image.5748_with_target,False,20789,20789,-1740975896332.2703
image.1561_with_target,False,20060,20036,-1740975896332.5278
image.8407_with_target,False,20639,20639,-1740975896333.0576
image.9231_with_target,False,19971,19971,-1740975896333.5256
image.8046_with_target,False,20398,20398,-1740975896333.2578
image.5342_with_target,False,19980,19980,-1740975896333.4026
image.0246_with_target,False,20004,19984,-1740975896332.993
image.9791_with_target,False,20045,20045,-1740975896333.1187
image.1628_with_target,False,20006,20006,-1740975896333.674
image.1410_with_target,False,20029,20029,-1740975896333.6575
image.4050_with_target,False,19972,19972,-1740975896333.582
image.1246_with_target,False,19913,19913,-1740975896333.724
image.7494_with_target,False,20098,20098,-1740975896333.3076
image.3353_with_target,False,19978,19978,-1740975896333.595
image.8495_with_target,False,20106,20101,-1740975896333.5898
image.2184_with_target,False,20058,20058,-1740975896333.6067
image.7480_with_target,False,21357,21357,-1740975896333.6704
image.3051_with_target,False,19984,19984,-1740975896333.6748
image.7846_with_target,False,20740,20538,-1740975896333.4905
image.0513_with_target,False,20521,20521,-1740975896333.0146
image.6331_with_target,False,20045,20045,-1740975896332.7976
image.0720_with_target,False,20073,20006,-1740975896333.5503
image.5302_with_target,False,20366,20039,-1740975896333.0278
image.6309_with_target,False,20085,20085,-1740975896333.4404
image.9735_with_target,False,19995,19995,-1740975896333.621
image.7782_with_target,False,20002,20002,-1740975896333.6638
image.8219_with_target,False,20681,20681,-1740975896333.6726
image.7573_with_target,False,20012,20012,-1740975896333.1096
image.4138_with_target,False,19952,19952,-1740975896333.1824
image.0551_with_target,False,20031,20031,-1740975896333.648
image.0654_with_target,False,20040,20040,-1740975896333.4832
image.3773_with_target,False,20280,20236,-1740975896333.131
image.1449_with_target,False,20298,20013,-1740975896333.3098
image.8783_with_target,False,19920,19920,-1740975896333.598
image.2281_with_target,False,20029,20013,-1740975896329.4453
image.5578_with_target,False,20961,20961,-1740975896333.0972
image.3607_with_target,False,20311,20311,-1740975896333.564
image.6929_with_target,False,19999,19999,-1740975896333.3955
image.4694_with_target,False,20136,20136,-1740975896333.31
image.6334_with_target,False,19970,19970,-1740975896333.6797
image.0049_with_target,False,20896,20713,-1740975896333.6428
image.0637_with_target,False,20042,20034,-1740975896333.6975
image.0038_with_target,False,21555,21555,-1740975896333.0457
image.3198_with_target,False,20059,20059,-1740975896332.8909
image.4318_with_target,False,19974,19957,-1740975896333.6528
image.7036_with_target,False,21476,21471,-1740975896333.4863
image.0885_with_target,False,19986,19986,-1740975896333.4365
image.2173_with_target,False,20056,20056,-1740975896333.2393
image.9648_with_target,False,19989,19981,-1740975896333.588
image.6495_with_target,False,19961,19961,-1740975896332.7593
image.3652_with_target,False,20037,20037,-1740975896333.5115
image.4785_with_target,False,19983,19978,-1740975896331.8215
image.5904_with_target,False,20087,20087,-1740975896332.9553
image.5940_with_target,False,19959,19945,-1740975896333.1934
image.8180_with_target,False,20127,20127,-1740975896333.4055
image.2964_with_target,False,20080,20080,-1740975896332.6753
image.7552_with_target,False,20236,20236,-1740975896333.4844
image.9083_with_target,False,19971,19971,-1740975896333.263
image.0191_with_target,False,20097,20092,-1740975896333.3765
image.9326_with_target,False,20049,20049,-1740975896333.4272
image.6595_with_target,False,19974,19974,-1740975896333.4429
image.6791_with_target,False,19988,19988,-1740975896333.542
image.5450_with_target,False,20077,20077,-1740975896333.1582
image.5859_with_target,False,19957,19957,-1740975896333.4653
image.2423_with_target,False,20018,20018,-1740975896333.4924
image.6806_with_target,False,19996,19996,-1740975896333.6829
image.0313_with_target,False,20839,20839,-1740975896333.4492
image.1780_with_target,False,20022,20022,-1740975896333.5876
image.5069_with_target,False,20927,20927,-1740975896333.2974
image.5001_with_target,False,20745,20745,-1740975896333.3323
image.5253_with_target,False,19976,19976,-1740975896333.3455
image.9793_with_target,False,19975,19975,-1740975896332.9143
image.1874_with_target,False,20428,20401,-1740975896332.7332
image.5208_with_target,False,19972,19972,-1740975896333.5925
image.5957_with_target,False,19974,19974,-1740975896333.488
image.5992_with_target,False,20251,19997,-1740975896333.6897
image.6639_with_target,False,20181,20181,-1740975896332.2988
image.4458_with_target,False,20012,20012,-1740975896333.8079
image.2304_with_target,False,20609,20581,-1740975896333.566
image.5537_with_target,False,20068,20057,-1740975896333.4104
image.2390_with_target,False,19957,19957,-1740975896333.4595
image.2469_with_target,False,20155,20155,-1740975896332.5374
image.9600_with_target,False,20103,20103,-1740975896329.2163
image.2012_with_target,False,20078,20011,-1740975896328.1826
image.0335_with_target,False,20028,20028,-1740975896332.9448
image.8293_with_target,False,20017,19963,-1740975896333.4192
image.8612_with_target,False,20620,20620,-1740975896332.5103
image.9094_with_target,False,20292,20287,-1740975896333.444
image.8973_with_target,False,19987,19987,-1740975896332.5332
image.7777_with_target,True,233,233,-1740975896334.0366
image.9224_with_target,True,313,313,-1740975896334.2634
image.6993_with_target,True,38,38,-1740975896334.3333
image.3423_with_target,True,541,541,-1740975896334.225
image.6814_with_target,True,303,303,-1740975896334.3281
image.9012_with_target,True,312,312,-1740975896334.3127
image.4387_with_target,True,67,67,-1740975896334.2988
image.7613_with_target,True,52,52,-1740975896333.4236
image.3555_with_target,True,482,482,-1740975896334.0688
image.8132_with_target,True,777,777,-1740975896334.2202
image.5821_with_target,True,60,60,-1740975896334.3118
image.7643_with_target,True,5,5,-1740975896334.2498
image.0903_with_target,True,1515,1515,-1740975896334.337
image.7382_with_target,True,119,119,-1740975896334.3013
image.7569_with_target,True,121,121,-1740975896334.314
image.2418_with_target,True,1480,1480,-1740975896334.129
image.2783_with_target,True,409,409,-1740975896333.9873
image.1912_with_target,True,48,48,-1740975896333.5603
image.0154_with_target,True,640,640,-1740975896334.251
image.4221_with_target,True,8,8,-1740975896334.2908
image.0407_with_target,True,82,82,-1740975896334.3872
image.4973_with_target,True,110,110,-1740975896334.231
image.6520_with_target,True,428,428,-1740975896334.2288
image.9262_with_target,True,488,488,-1740975896333.9937
image.9199_with_target,True,546,546,-1740975896333.9248
image.5702_with_target,True,500,500,-1740975896333.8525
image.0025_with_target,True,39,39,-1740975896334.3123
image.2307_with_target,True,21,21,-1740975896334.2742
image.4090_with_target,True,312,312,-1740975896334.2236
image.1480_with_target,True,733,733,-1740975896334.224
image.1089_with_target,True,44,44,-1740975896334.211
image.7735_with_target,True,80,80,-1740975896334.3057
image.6883_with_target,True,324,324,-1740975896334.2368
image.9677_with_target,True,623,623,-1740975896333.9495
